id,premise,hypothesis,label
19810,"While this report discusses the potential consequences of alternative saving paths, it does not suggest any particular course of action.",The report suggests course of action from alternative saving path consequences ,0
19836,"The most devastating rebuttal is from the chemist in charge of the Auschwitz analysis, who explains that the gas wouldn't have penetrated more than 10 microns into the wall (a human hair is 100 microns thick), so by crushing the samples (standard procedure), he had effectively diluted the cyanide 100,000 times.",The gas may have penetrated 9 microns into the wall.,1
19845,Beyond the Quantitative Cul-de- A Qualitative Perspective on Youth Employment Programs.,The paper looks at veteran employment programs.,0
19850,with Robin Williams and we went to see Kindergarten Cop,We decided not to see kindergarten cop. I don't enjoy comedies.,0
19897,On top of the prisoner's wardrobe?,Who do you think placed it on top of the prisoner's wardrobe?,1
19907,"[I]t would be pornographic, if it weren't art (Walter Kendrick, the New York Times Book Review ). Others find that the novel's format--a combination of letters and rambling diatribes--makes the story repetitious and tedious.","The book about the demons, if it weren't an art, would be pornographic.",1
19909,"'Not entirely,' I snapped, harsher than intended.","""Not entirely,"" I snapped back at my boss. ",1
19998,"There are three outfall canals in New Orleans, Louisiana – the 17th Street, Orleans Avenue.","There are three outfall canals in New Orleans, Louisiana – the 17th Street, Orleans Avenue and London Avenue canals.",1
20034,"The fact, according to geologists, is that the Kathmandu Valley was indeed once a lake, though the valley's waters now drain through the narrow cleft of Chobar Gorge, which was most likely created by a large earthquake.)","The fact, according to geologists, is that the Kathmandu Valley was indeed once a lake due to sediment deposits. ",1
20046,"scrubbers and SCR, and the use of sorbent injection.",Sorbent cannot be used through injection.,0
20060,you know we keep a couple hundred dollars um if that much charged on those which isn't too bad it's just your normal,We have no money on there at all,0
20065,What is dismal about this politics is that the new pandering about driving is as bad as the old pandering about tax cuts.,The topics are only slightly different.,1
20067,"An elderly woman pushing a cart filled with boxes walks by theater sign for ""South Pacific"".",A person pushing a cart,1
20075,uh our children live here and our home will always be here but,"Our kids live here in Chicago, and our home will remain here.",1
20150,do they do something to the lawn mower to to help it uh stay inside or they,They don't do anything to the lawn mower because it is well made.,0
20151,"Charles Geveden, D-Wickliffe, would double the portion of the fee that goes to Legal Aid -- in district court to $10 from $5 and in circuit court to $20 from $10.",We do not know what the past portion of the fee that goes to Legal Aid was.,0
20202,"Prediction Company was founded in Santa Fe, New Mexico, USA, in March 1991 by J. Doyne Farmer, Norman Packard and James McGill.","Prediction Company was founded in Santa Fe, New Mexico, USA, in March 1991 by J. Doyne Farmer, Norman Packard and Eddie Quillan.",0
20204,Leading commercial companies employed practices to capture design and manufacturing knowledge in time for making key decisions during product development.,Top commercial companies know nothing of design and manufacturting. ,0
20208,oh it's fun i call,It is not fun.,0
20216,"For example, NIPA excludes capital transfers, like estate tax receipts, which are recorded as revenue in the unified budget, and investment grants-in-aid to state and local governments, which the unified budget records as outlays.",NIPA excludes capital transfers because it is a risky procedure.,1
20242,"The bridge formerly carried the A415 road from Abingdon to Dorchester, Oxfordshire, but was superseded in 1928 by a modern road bridge.","The bridge formerly carried the A416 road from Abingdon to Dorchester, Oxfordshire, but was superseded in 1928 by a modern road bridge.",0
20258,oh it it's we've had a lot of fun uh i i moved to Dallas about five years ago and we've made three different trips since i've been here the group of friends that i run around with of varying degrees uh of difficulty the the last one we did and we haven't had a chance to duplicate was uh was a canoe trip in Arkansas and the river was it was up about three feet so it was uh it was pretty it was pretty challenging,I was nervous about the canoe trip in Arkansas.,1
20265,Sunday was her afternoon out.,She did not have any afternoons out.,0
20297,yeah i think that that kills a lot of germs and stuff,It is so clean that it destroys germs.  ,1
20303,A modest rebound for John Updike's widely panned Toward the End of Time.,It was declining.,1
20313,"Just as in ancient times, without the River Nile, Egypt could not exist.",Egypt could thrive without the nile river.,0
20328,Both Grand Rapids attorneys also were well known in the local and state legal circle for their heart and hard work for the poor.,Attorneys outside of Grand Rapids do nothing for the poor.,1
20330,The Honorable John W. Warner Chairman The Honorable William M. Thomas Vice Chairman Joint Committee on Printing Congress of the United States,John W. Warner as Chairman and William M. Thomas as Vice Chairman of the Committee on Maintenance.,0
20339,"The real thing, Scotland Yard? ",The real Scotland Yard investigated the death?,1
20358,yeah well have you flown in one of those where they have a whole bunch that go you know like up at one time,Did you enjoy flying in the one you just described?,1
20371,"The guide is structured around the federal acquisition process, and is independent of development methods for information systems.",The guide relies heavily on development methods for information systems.,0
20412,"She gave the baker her name, Ann Weiss, and her telephone number.",She refused to provide her phone number to the baker. ,0
20449,"Prepared  Office of the Administrator, September.","Prepared Office of the Administrator, September 2016.",1
20460,"Sir Guy of Gisbourne (also spelled Gisburne, Gisborne, Gysborne, or Gisborn) is a character from the Robin Hood legends of English folklore.","Sir Guy of Gisbourne (also spelled Gisburne, Gisborne, Pigeon Point Light Station, or Gisborn) is a character from the Robin Hood legends of English folklore.",1
20497,yeah because Ohio State used to be just a perennial powerhouse,Ohio State used to be really inconsistent and mediocre.,0
20509,In some organizations the program manager or another management official is designated as the acquisition manager for a specific acquisition.,Specific acquisition always vary on a case by case basis.,1
20522,JUSTICE KENNEDY delivered the opinion of the Court.,The court ruled in favor of the defendant.,1
20524,Financial condition allows an assessment of an entity on the basis of additional data that could include financial and nonfinancial information about current conditions.,Financial condition makes it impossible to assess entities on the basis of additional data. ,0
20566,The program implementation case study is helpful where enabling legislation offers considerable flexibility.,The new case study will hopefully bring data that can help improve business efficiency. ,1
20576,so there's no checks and balances,There are strict checks and balances.,0
20607,With dark eyes and eyelashes she would have been a beauty. ,She would have been the most beautiful with brown eyes.,1
20631,those little kids don't understand it,The younger kids don't understand the more complex assignments they're given. ,1
20724,Stock Market Fluctuations and Consumption  Some Recent Evidence.,Stock market volatility decreases current consumption in most cases.,1
20728,"Gawai (Sarawak Rice Harvest Festival): Enlivened by rice wine, the Iban stage cockfighting and blowpipe contests.","Enlivened by canned beer, the Iban stage cockfighting and blowpipe contests.",0
20750,It laid me out for a space.,I was injured.  ,1
20767,but uh government is ridiculous,"Government is ridiculous, but necessary.",1
20769,"In 1988, New Jersey joined the ranks of those states that adopted the Interest on Lawyers' Trust Accounts (IOLTA) Fund as a method of collecting and using the interest that would be earned on these deposits.","New Jersey was anticipated to have joined this effort much sooner, but they were delayed in doing so for various reasons.",1
20817,"Reviews of his four-hour Hamlet , with its unlikely cast (Billy Crystal, Robin Williams, Charlton Heston), don't resolve the question.",The cast was exactly as would be expected.,0
20824,Should we be boycotting multimedia sites that make even my fractional T3 connection choke?,Do you think we should boycott shopping sites?,0
20854,"Second tier, but nearly as promising, are Morales of Texas, Scott Harshbarger of Massachusetts, and Dennis Vacco of New York.",Vacco is a Senator from NY.,1
20861,there's yeah there's a few designs i guess i've done myself but not very many  real simple ones you know i do i've made i made a little uh little uh little thumb print and made it a bunny,I used my child's thumb print to make the bunny. ,1
20868,But still Wendy Wasserstein eludes us.,Wendy Wasserstein has stopped eluding us.,0
20876,"A detailed English explanation of the plot is always provided, and wireless recorded commentary units are sometimes available.",You'll have to figure the plot out on your own.,0
20888,no but my husband's mother was in a nursing home,My husband's mother was in a nursing home for a year.,1
20911,"Daniel Flynn is an English actor born in 1961 in Evesham, Worcestershire but moved to Bromley, Kent as a baby.","Daniel Flynn is an English actor born in 1962 in Evesham, Worcestershire but moved to Bromley, Kent as a baby.",0
20912,you know it's just like oh i love you and i you know this that and the other  but she write she wrote when she was talking to her baby,She is good at writing love song lyrics.,1
20933,preempt state and local laws to the extent such laws are inconsistent with this rule.,State and local laws will be amended to align with this rule.,1
20935,9 billion if the value of scale is adjusted for Wachter's wage premium.,Wachter's wage premium was too costly. ,1
20941,"See The Economic Effects of Federal Spending on Infrastructure and Other Investments, Congressional Budget Office (June 1998).",The economists are demanding to improve regulation of federal funding.,1
20954,"Bob Dornan, R-Calif., who went down in grudging defeat last fall, described his military career thusly in a 1994 House  I went into the Air Force and volunteered for whatever dangerous assignment there was.",Bob Dornan never served in any armed forces division.,0
20995,"Perhaps the absoluteness of the act of writing, in effect, his own elegy--and the absoluteness of his inability to answer his critics afterward--curiously mellowed him.",He never worried about counteracting criticism. ,1
21035,It is constructed in three phases as part of the Central and Wan Chai Reclamation.,It is constructed in three phases as part of the Bankers Life Fieldhouse and Wan Chai Reclamation.,0
21041,But by 848 disturbances in the islands prompted the Moors to deploy their newly expanded navy; the Emir of C??rdoba conquered both Mallorca and Menorca at the beginning of the tenth century.,The Emir's conquering of Mallorca and Menorca squashed all uprisings.,1
21059,"It was written by Jeane Emerso, a 1929 graduate of UCLA, and adopted by the school in 1960.","It was written by Jeane Emerso, a 1920 graduate of UCLA, and adopted by the school in 1960.",0
21115,It's too bad he's squeamish.,"It doesn't make him squeamish, too bad. ",0
21121,"The current members are singer Jaime St. James, bassist Patrick Young, drummer Pete Holmes, guitarist Brandon Cook.","The current members are singer Jaime St. James, bassist Patrick Young, drummer Pete Holmes, guitarist Bob Capka, and guitarist Brandon Cook.",1
21165,"With no other information (for the purpose of this exercise), if fewer than 14 case studies were to be made, selecting states typical in size such as Maryland, Michigan, New Jersey, and Indiana would make sense.","13 cases were made and therefore states such as Maryland, Michigan, New Jersey, and Indiana would made sense.",1
21171,"The Eye-Patched One has gone far, and so has this town.","They call the one with the eye patch  ""The Governor"". ",1
21194,Its inscription warns the Indian people against the dissidence that could upset the important national unity under his No one shall cause division in the Order of Monks. ,"The inscription urges the Indian people to fight for what they believe in, even if it comes at the cost of unity.",0
21238,well i think that's uh a you know valid observation that uh anytime that a company that a country appears to be uh moving in the same direction that the United States uh thinks is the right direction that they tend to get more you know more uh more aid from from our government then they would have before or the other governments do um i suppose that's a uh as valid a way of determining who gets aid is as anything although i'm not sure that uh us giving aid is the right uh right thing for our government to be doing,Your observation clearly has inconsistencies and bias.,0
21256,"Standard costing may be based on either absorption or direct costing principles, and may apply either to all or some cost elements.",They were based on the absorption of water.,0
21286,it's all tradition it's all traditional they have to you have the ruling class and you have everybody else,It's all random and put in place via a lottery every day.,0
21328,"What was the other man like?""","This man, what was he like?",0
21375,"The modern Linerlock traces its lineage to the late 19th century, but in the 1980s the design was improved by American custom knifemaker Michael Walker.","The modern Linerlock traces its lineage to the late 19t0 century, but in the 1980s the design was improved by American custom knifemaker Michael Walker.",0
21395,and uh and then the the public you know just continues to you know help support and funnel the funds into uh to make it happen whatever it costs,The public is fed up with trying to help support it.,0
21419,"Dalhart, born Marion Slaughter, was the son of a successful rancher from a Texas port city.",Marion Slaughter was the son of a tailor. ,0
21499,"4) Clinton's job rating fell from 60 to 55 points in a Washington Post poll, apparently because pollees disapproved of his use of the White House for fund raising.",Clinton's job ratings fell to an all-time low.,1
21539,"Time criticizes Seymour Hersh's controversial JFK book, The Dark Side of Camelot . Hersh's juicy stories are recycled from other books, the magazine says, and sources for damaging accusations are dubious or misquoted.",Hersh wrote a book about JFK's last few months.,1
21540,and it had uh like it was embellished around the the top you know it had uh leather leather designs and um some other other little things on it and i just thought it was so pretty and i got i got it at a real good price i think maybe it was nine ninety nine or something and it was so pretty,"It was embellished on the top of it, with big diamonds and some feathrs.",1
21548,substitute my my yeah my kid'll do uh four or five hours this week for me no problem,I just can't make the time because of my job.,1
21607,"Chorão, also known as Choddnnem or Chodna, is an island along the Mandovi River near Ilhas, Goa, India.","Chorão, also known as Choddnnem or Great North Road, is an island along the Mandovi River near Ilhas, Goa, India.",1
21676,"Although this guide focuses on fundamental practices rather than detailed guidance, the examples illustrate and complement much of the specific guidance contained in similar and related GAO documents cited in appendix III.",There are more than 100 examples with specific guidance.,0
21678,"The smaller islands, French Saint-Martin and Saint-Barth??lemy, are administrative sub-prefectures (sous-pr??fectures) of Guadeloupe.","Although the islands are sub-prefectures of Guadeloupe, they are located far away.",1
21704,She had spoken with no trace of foreign accent.,The woman had never spoken before.,0
21711,A man in a bicycle is passing through a house with blue doors.,A man is looking at a painting.,0
21737,Gore's Earth in the Balance was accused of both fuzzy thinking and naked political promotion.,Gore's Earth in the Balance was never accused of fuzzy thinking.,0
21746,but they sure are just because some innocent person can really it seems like really serve a rough time you know i'm not saying innocent person let's say someone wrote a hot check for instance,It seems like people that are sentenced for minor crimes do more time than they should.,1
21756,"  If the general funds would have been used to redeem federal debt held by the public or acquire nonfederal financial assets, national saving initially would be unchanged because personal saving would increase by the amount that government saving decreases.",Government savings is mostly spent on statues and buildings.,1
21775,yeah so we've got you know we've got some investment in it but you really don't get anything out of it,We don't get anything out of our investment because the market is so horrible. ,1
21782,um for the worst i would assume,For the best I would assume.,0
21822,It's it's so lovely to think of things and then for them really to happen! cried Tuppence enthusiastically.,"""For positive things to really happen when you think of them is so wonderful!""",1
21848,and uh in each case it was a retrial and the sentencing was the same each time which happened in the state of Florida happened to be uh death but in terms of i well the question also was in terms of mandatory sentencing or mandatory sentences for uh certain crimes i think depending on uh in certain crimes i think that they should be mandatory for example uh armed robbery uh if we have convicted i think uh plea bargaining should should be uh a thing of the past um certain types of uh you know homicides,Plea bargaining should be an allowed and common part of resolving murder.,0
21860,"Look for the plaque dedicated to William Myers, who, it says, died on 30 February 1762.",William Myers died from an illness in February of 1762.,1
21864,i guess you keep those things you grew up with i worked in uh Missouri for a while and uh i was probably the only one in the room several times when we were watching football on TV when the Cowboys were playing the Saint Louis Cardinals and i was rooting for the Cowboys,I didn't really care much for football when I was young.,0
21885,"You can explore underwater trails here, either with a snorkel or with full diving equipment.",You can walk through the trails in the jungle.,0
21896,"I tell you, I've had about enough for one day, said the Kal.",The Kal was worried anymore would kill him.,1
21934,"If a politician were to say today that he opposes abortion except when yadda yadda yadda , we would all know what he means, and we would know what was meant if, after an arrest, a police officer pulled out a card and just said yadda yadda",Politicians say one thing but mean another.,1
21955,i think it's ninety two,There is no way it could be on ninety two.,0
21971,What lay beneath them? ,Why sleep under the stars? ,1
21992,Only this time it would be an axe that would hit me instead of a club.,The demons switched to axes instead of clubs to hit people.,1
21999,"And another cry, The children!",The kids are crying because they are hungry. ,1
22014,"Even with my father being a lawyer, it was tough.",It was tough for me because my father is a lawyer.,1
22022,yeah and it's a four it's i think it's you know the speed uh uh manual transmission,It's very important for a car to have manual transmission. ,1
22043,In 1662 Charles II married Portugal's Catherine of Braganca.,Catherine of Braganca bore many children for Charles II.,1
22065,"You can puff yourself up with thank-you notes from a dozen organizations, or you can be truly charitable by concentrating your efforts where you believe they will do the most good.","The thank-you notes from the organizations, are solid evidence of the effectiveness of your programs.",0
22070,Sometimes I fear I have underestimated the other boy.,Sometimes I fear that I overestimated that boy.,0
22080,Its narrative can be classified as apocalyptic science fiction.,"Its narrative can be classified as apocalyptic science fiction, but Vinterberg prefers to call it ""a dream"".",1
22088,"Ca'daan could tell you,"" said San'doro.","San'doro replied ""Who knows?""",0
22090,"Now, Hall said, he wants to make services to the poor more efficient by working with law students who will handle less complicated legal matters, allowing licensed attorneys to take more high impact cases to court.",Utilizing law students will save approximately 90% of conventional lawyer fees.,1
22106,and then the second time i was going to do it at Richland College and we i just get with another friend and we'd end up just smoking cigarettes and riding around like we couldn't find the place,The second time I was able to do it at Richland College. ,0
22109,The episode was written by showrunner Shonda Rhimes and executive producer Mark Wilding and directed by executive producer Tom Verica.,The episode was written by showrunner Shonda Rhimes and executive producer Christopher Chulack and directed by executive producer Tom Verica.,0
22111,"An old man sleeps in the sun and his days are peaceful and unchanging, but each day finds him nearer death all the same.""",An old man grows gray hair by the day.,1
22122,It really brings to life the daily routines of a wealthy Roman family.,It gives a glimpse into the life of a wealthy Roman family.,1
22135,well the the problem i had with the movie was the problem i've had with a lot of uh i guess Hollywood movies which is you know it's a formula movie and they're making the movie according to a certain formula that's a good formula but they seem to,I saw the movie last night. ,1
22166,I couldn't even build a doghouse.,The doghouse is for the pack of dogs we bought.,1
22170,"The focus of the Laboratory's research program is on methods for the prevention and control of pollution to air, land, water, and subsurface resources, protection of water quality in public water systems; remediation of contaminated sites and groundwater; and prevention and control of indoor air pollution.",There has been some talk of expanding the scope of the research program.,1
22206,i'm just real surprised that Israel stayed out of it as as much as they did,I believe Israel should have done more.,1
22224,"The fundamental principles of these two documents can be summarized as  (a) legal services providers must be client-centered, i.e., activities must be conceived and carried out in service and in concert with the populations that are being served; (b) legal services providers must strive to ensure the highest and best use of all available resources within the state of Washington and available to the statewide access to justice network; and (c) legal services providers have a special responsibility to ensure that no population or client group is written out of the justice system based on perceived political unacceptability or controversy.",The two documents contain policies and guidelines for vehicle parking in the city.,0
22253,You can take a lake tour or a ferry trip to Ambleside in the north or Lakeside in the south.,Each tour has a price of 50 euros.,1
22264,Table 4.1: Selected Federal Income Tax Provisions That Influence Personal Saving,Personal savings is not influenced by tax provisions.,0
22280,well i think we've got uh like a language barrier too i think most of the people there speak only Spanish i'm not sure how fluent they are in English and that's one of the major problems i i see with uh other countries as such being uh say the possibility of becoming states that we don't have a common language with them,Mexico would not be able to become one of the United States of America.,1
22289,"Its 14th-century crenellated Palazzo dei Consoli is one of the grandest civic edifices in all Italy, and from the piazza and the palazzo's belltower you have a magnificent panorama of the town and surrounding country.",The Palazzo dei Consoli was built by the most famous architect in Italy.,1
22299,uh-huh yeah but uh we we really like camping i i must say that uh we have we really have a lot of fun a lot of memories in that from camping and uh,We sat under the stars when camping and it was memorable.,1
22357,well we've sort of been seeing a little climatic shift here on the East Coast or at least it seems that way that uh the winters have been milder for the last five years and uh,The winters before the last five years were very harsh and severe. ,1
22359,"Around the year 1400, fighting over the island of Singapore drove the Srivijaya prince Parameswara to seek refuge up the peninsula coast with his orang laut pirate friends in their small fishing village of Melaka.",No one wanted Singapore.,0
22411,"On a more mundane contemporary level, the most popular Nagasaki lunch is a solid, nourishing bowl of Chinese noodles in a tangy fish broth laden with a cornucopia of mushrooms, fish, prawns, vegetables, and other goodies.",Saki is typically served with Chinese noodles at lunch.,1
22424,"Yes and perhaps it doesn't, snarled Whittington.",Whittington felt unbothered and did not snarl at her or say anything.,0
22427,How involved should the patient's attending physician in the medical treatment be in the intervention for alcohol problems?,It is illegal for physicians to intervene if they feel a patient has an alcohol problem,0
22470,well i guess although i well that's a good point where you said that how does one define what invasion of privacy is because uh if that's the case of a tree falling in the forest and i'm not feeling invaded then maybe my privacy hasn't been because i have no sense of my privacy state having been invaded,I don't think my privacy has been invaded.,1
22473,so yeah i had used to have a garden until the kids got older and we don't have any more room in the backyard so now all i've got is flowers instead of vegetables,I used to have flowers but now I have a vegetable garden instead. ,0
22484,"Just as the employees didn't like Benedykt, in equal measure Benedykt didn't like his job.",Benedykt loved his job. ,0
22492,yeah well i boy current events is not a good subject for me,Current events are my favorite topic of conversation.,0
22528,He just said.,He just finished saying this five minutes ago.,1
22620,"Across the river from the city, it has superb views; rooms are very contemporary in design.",It has terrible views of the parking lot.,0
22657,readers answered our survey.,"Readers told us they would like to name the new boat ""Boaty McBoatface""",1
22703,The superb central rose window depicts the Redemption after the Fall.,THe central window doesn't show the redemption.,0
22717,"Jones' lawyers went on several TV shows, threatening to raise further allegations in court.","Jones' lawyers defended their claims on tv, saying they would sue Clinton.",1
22723,okay that's something that that i guess i have not much of an image of other than than Puerto Rico as a tropical island and consequently large numbers of barefoot natives or something uh not in a pejorative sense but in a in a carefree sense i guess although i'm aware of the political problems and unrest and and and also difficulties they have,I am highly aware and an expert on the political landscape and history of Puerto Rico. ,0
22731,The national award was created to recognize an attorney in practice for less than 10 years for excellence in public interest or pro bono activities.,"The national award giving to attorneys for excellence in public interest, is given to 10 attorneys annually. ",1
22765,uh-huh so do you have to get a shade tolerant grass is that what you're,All grass seed needs full sun to grow.,0
22766,"Even though the intervention did not decrease drinking, it did decrease drinking-related consequences, which may be part of what we're looking for in this setting.",The intervention lowered drinking rates by 50%.,0
22790,well they i think yeah i think Milwaukee got lucky because Magic Johnson sat out that game,Magic Johnson was injured during the Milwaukee game.,1
22817,it was about an eighteen nineteen hour drive,It was mind numbing to drive for that wrong. ,1
22888,His tanks and fighter planes crushed a budding Kurdish resistance movement.,The Kurdish resistance movement was a women's rights movement. ,0
22890,Other Rogers Media publications are also to either become digital only publications.,Other Rogers Media publications are also to either reduce their publication frequency or become digital only publications.,1
22934, Sinner to sin.,The sinner sins twenty times a day.,1
22938,"In addition, it does not recognize the distinctions among electricity demand regions and the transmission constraints that can keep them separate.",It can also not recognize total energy usage.,1
22974,"The other was puffing closed, and his lip was torn, a trickle of blood rising there to drip down his chin.",His nose was also bleeding. ,1
22981,A profile crowns Chris Rock The Funniest Man in America.,"A profile crowns Chris Rock the Funniest Man in America, but many disagree. ",1
22985,"The 2000 census showed Illinois with about 35,000 fewer people who are eligible for LSC services.",A census showed LSC clients skyrocketing.,0
22986,"I can only hope we can save them, thought Jon.",Jon thought they should save themselves.,0
23022,well i i think it's a pretty good deal i think they should either do that or or or afford some time to the military or or helping elderly people i,I don't think that elderly people should be helped.,0
23023,and i can imagine if i had to mow the lawn in the back which we said we'd do if the trees hang down so low and the locus trees have like three quarters of an inch thorns on it so,The locus trees are barren and have no thorns actually.,0
23025,That was the only reason the Kentuckian could think of.,The Kentuckian man could only think of one reason and that was poverty.,1
23055,"Not breaking, Drew corrected, ""training.",Drew insisted to break not train.,0
23059,too many horror stories out there that you know,The stories make me too afraid to go to the school.,1
23080,"The term modification does not include subsidy cost reestimates, the routine administrative workouts of troubled loans, and actions that are permitted within the existing contract terms.",Modification does a lot toinvolve subsidy costs that increase each year.,0
23131,and then i go no no maybe i sleep more than ten hours you know and,"He asked if I sleep for eight hours, and I said no I sleep more than ten maybe.",1
23133,"It is worth a visit, if only to see the theater itself.",It's advisable to skip seeing the place entirely.,0
23159,no me either do you,"I don't usually but sometimes I cave in, how about you?",1
23180,"I regretfully acknowledge that it may even make practical sense to have a few hired guns like Norquist, Downey, and Weber around--people of value only for their connections to power, not for any knowledge or talent.",It might be safer if we have hired guns to protect us.,1
23204, the winged Victory of Samothrace and the beautifully proportioned Venus de Milo.,The well proportioned Venus de Milo was never repaired.,1
23243,"Menorca gets big-time package holidaymakers, especially from Great Britain, and beaches and roads get awfully crowded in the height of the summer season, but the island seldom feels frenetic.",Germans make up the second largest group of tourists.,1
23346,Randy's Full Responsibility Wraparound,Randy's acceptance of responsibility,0
23404,we could go back to television shows if you,"If you will approve it, we can go back to airing weekly TV shows. ",1
23408,On the main shopping street you will find an attractive and interesting art gallery housed in the ancient Greek basilica of Ayios Haralambos.,The art gallery featured in the basilica of Ayios Haralambos is the only one to be found on the main shopping street.,1
23452,"Take the pretty excursion up on a hill across the river to Sassi, 10 km (6 miles) east of Turin, to see Juvarra's Baroque masterpiece, the splendid domed Basilica di Superga completed in 1731 and the hilltop view of Turin, the Alps, and the Po Plain.",Sassi is sixty miles east of Turin and is a wasteland.,0
23519,It became a cabinet-level position in March 1989-the Department of Veterans Affairs (VA).,Sadly the position is not a cabinet one. ,0
23528,oh i've done maybe four or five,I have finished maybe four of five out of the ten we have.,1
23535,"Prediction Company was founded in Santa Fe, New Mexico, USA, in March 1991 by J. Doyne Farmer, James McGill.","Prediction Company was founded in Santa Fe, New Mexico, USA, in March 1991 by J. Doyne Farmer, Norman Packard and James McGill.",1
23574,i have so i just carry my credit card and and for things like that,I don't have any credit cards. ,0
23581,(But of course--Soderbergh flouts time!),Bob has no time.,0
23592,A girl wearing a maroon shirt leaps into the air while in the woods.,A girl is in bed.,0
23645,UC Santa Cruz To Make the Grades?,Does UC Berkely do well enough?,0
23659,The kit used many parts from the donor Civic.,"The kit used many parts from the donor Civic, but the front light came from the Honda Accord and the rear light from Mercury Capri.",1
23672,Brief interventions for alcohol  a review.,There are rumblings that brief interventions when dealing with alcohol abuse are inadequate.,1
23697,We were very agitated. ,The situation was ridiculous. ,1
23707,"The small Pinacoteca includes an emotionally intense Crucifixion by Coppo di Marcovaldo and a Taddeo di Bartolo painting of St. Gimignano, in which you can see what the towers of the medieval city looked like.",The Crucifixion featured in the Pinacoteca was designed by Donatello.,0
23708,My guess is they ain't sure.,My guess is they ain't sure who there dad is.,1
23720,Time 's cover package focuses on Clinton's failure to sell the war to the American public.,Time is very concerned with covering the relationship between war and the American public. ,1
23729,a) Had an adulterous affair with a young intern.,The intern is expecting a promotion after the affair.,0
23730,how about Silence of the Lambs,We'll just leave Silence of the Lambs out.,0
23777,you're very fortunate well i ran into a problem with my car uh course we have a little colder weather up here and i had set the emergency brake after we'd had a freezing rain apparently,"My car preformed as normally, luckily. ",0
23785,uh-huh what what do you what do you use for bait for crappie and bass,It's too bad you've never been fishing.,0
23822,oh Lord God,Hail Satan,0
23886,"But it also had the effect of permitting a great, distinctive cultural growth with a strong national identity.",It had an effect on the cultural growth of the country.,1
23896,"'Now then, doc,'  ","Take your time, doc.",0
23909,"Palestrina , by Hans Pfitzner, performed by the Royal Opera (Metropolitan Opera House, New York).","Hans Pfitzner did not write Palestrina, which will be performed in New York. ",0
23914,"Next to the church, the prison-like building with those fierce, barred windows was, in fact, a prison when it was built in the 17th century.",The prison was built in order to imprison religious convicts.,1
23930,"Yet dozens of chemicals commonly used to kill weeds, fungus and insects on agricultural crops can cause immediate sickness in people who inhale, swallow or absorb them through skin contact, Wuerthele said.",Many chemicals that kill weeds can be absorbed into the skin can cause cancer.,1
23935,"Where appropriate, we have made adjustments to existing primary research for the level of environmental quality change, the sociodemographic and economic characteristics of the affected population, and other factors in order to improve the accuracy and robustness of benefits estimates.",Many researchers have criticized this technique.,1
23940,"As a thought-experiment, consider what it might mean to a white victim of reverse discrimination if blacks had always been equal.",Don't consider reverse discrimination. ,0
23992,Five points short.,Something has the exact amount of points needed.,0
24034,"Some of these effects are acute in nature, and some are longer-term and could take many years to manifest.",There are no effects that can take years to manifest.  ,0
24057,Jon turned and looked to each of them.,"Jon refused to even turn around, let alone look at them.",0
24064,"Oh, meeting with some visiting dignitary.",A dignitary has been visiting for twelve days.,1
24084,life in prison then he's available for parole if it's if it's life and a day then he's not eligible for parole so what you know let's quit BSing with the system,The system is corrupt because he won't be able to get parole if it's life and a day.,1
24094,"I am not aware of any studies comparing the number of words an average person could expect to hear spoken in a typical day 500 years ago vs. the number that can be heard now, but the increase surely is vast.",It makes me upset that I've yet to see any study done on how many words the average person hears throughout the day.,1
24111,"I regretfully acknowledge that it may even make practical sense to have a few hired guns like Norquist, Downey, and Weber around--people of value only for their connections to power, not for any knowledge or talent.",It's a bad idea to have the hired guns here.,0
24140,well we were going to probably just going to start well because we're going to be moving we're talking about just putting throwing tomatoes in,This person does not want to start without thorough planning.,0
24146,i i think it needs to be community service needs to have more of a positive um light towards it and have it look as something you know that you did because you wanted to do it because you saw the benefits out of it and not as something that you know oh you you did it instead of going to jail for three months or something like that i mean that's that's a feeling i get now and,Community service is much better than prison for all parties.,1
24176,Chipmunks in Low Places is a country album written by John Boylan and performed by Alvin and the Chipmunks.,Chipmunks in Low Places is a country album written by John Boylan and Andrew Gold and performed by Alvin and the Chipmunks.,1
24184,The point of David Frum's argument in the Gay Marriage dialogue seems to boil down to Look at how severely and for the worse marriage has changed in the last 30 years.,The point of David Frum's argument in the Gay Marriage dialogue seems to boil down to Look at how severely and for the worse marriage hasn't changed in the last 30 years.,0
24191,"The Smithsonian may be exalted as the repository of American culture and get high marks for whenever it hosts, say, a monthlong exhibit on the hardships of the pilgrims.",The Smithsonian never has and never will host exhibits.,0
24230,What is your credit-card number?,I don't need your card right now.,0
24232,right but i think that is it is very frustrating because you know you're sure you did X,They always double check to see if you did X.,1
24260,It looked fairly well-improvised.,It looked well done and everyone praised the organizer. ,1
24263,The company once operated the now closed banners.,The company once operated the now closed or rebranded banners.,1
24288,"They are commonly called polypody or rockcap fern, but for many species unique vernacular names exist.","They are commonly called polypody or rockcap fern, but for few species unique vernacular names exist.",0
24293,"The club had a successful league season, finishing third in Serie A.","The club had a successful league season, finishing third in Serie A, but disappointed in the three cup competitions in which it competed.",1
24330,You're safe.,You are in great peril.,0
